"","SEEM_WT1","SEEM_WT2","SEEM_WT3","SEDM_WT1","SEDM_WT2","SEDM_WT3"
"Gm24837",0,1,2,1,0,0
"Gm24838",0,0,0,0,0,0
"Gm24839",0,0,0,0,0,0
"Gm24844",0,0,0,0,0,0
"Gm24846",0,0,0,0,0,0
"Gm24848",0,0,0,0,0,0
"Gm24851",0,0,0,0,0,0
"Gm24856",0,0,0,0,0,0
"Gm24859",0,0,0,0,0,0
"Gm24861",0,0,0,0,0,0
"Gm24862",0,0,0,0,0,0
"Gm24863",0,0,0,0,0,0
"Gm24866",0,0,0,0,0,0
"Gm24867",0,0,0,0,1,0
"Gm24868",0,0,0,0,0,0
"Gm24869",0,0,0,0,0,0
"Gm24870",0,0,0,0,0,0
"Gm24871",0,3,0,0,1,1
"Gm24872",0,0,0,0,0,0
"Gm24873",0,1,0,0,0,0
"Gm24878",0,1,0,0,0,1
"Gm24879",0,0,0,0,0,0
"Gm24887",0,0,0,0,0,0
"Gm24888",4,8,8,9,10,9
"Gm24889",0,0,0,0,0,0
"Gm24890",0,0,0,0,0,0
"Gm24891",0,0,0,0,0,0
"Gm24892",0,0,1,0,0,0
"Gm24896",0,0,0,0,0,0
"Gm24897",0,0,0,0,0,0
"Gm24901",0,0,0,0,0,0
"Gm24903",0,0,0,0,0,0
"Gm24905",0,0,0,0,0,0
"Gm24907",0,1,0,0,0,0
"Gm24908",0,0,0,0,0,0
"Gm2491",0,0,0,0,0,0
"Gm24911",0,0,0,0,0,0
"Gm24916",1,2,0,4,0,6
"Gm24917",0,0,0,0,0,0
"Gm24918",0,0,0,0,0,0
"Gm24919",0,0,0,0,0,0
"Gm24920",0,0,0,0,0,0
"Gm24921",0,0,0,0,0,0
"Gm24924",2,0,1,0,0,0
"Gm24925",0,0,0,0,0,0
"Gm24926",0,0,0,0,0,0
"Gm24927",0,0,0,0,0,0
"Gm24928",0,0,0,0,0,0
"Gm24940",0,0,1,0,0,0
"Gm24947",0,0,0,0,0,0
"Gm24948",0,0,0,0,0,0
"Gm24949",0,0,0,0,1,1
"Gm24950",0,0,0,0,0,0
"Gm24952",0,0,0,0,0,0
"Gm24957",0,0,0,0,0,0
"Gm24958",0,0,1,0,2,1
"Gm24963",0,0,0,0,0,0
"Gm24965",0,0,0,0,0,0
"Gm24967",0,1,0,0,1,0
"Gm24968",0,0,0,0,0,0
"Gm24969",0,0,0,0,0,0
"Gm24977",0,0,0,0,0,0
"Gm24978",0,0,0,0,1,0
"Gm24981",0,0,0,0,0,0
"Gm24982",0,0,0,0,0,0
"Gm24984",0,0,0,0,0,0
"Gm24985",0,0,0,0,0,0
"Gm24986",0,0,0,0,0,0
"Gm24987",0,0,0,0,0,0
"Gm24988",0,0,0,0,0,0
"Gm24989",0,0,0,0,0,0
"Gm24992",0,0,0,0,0,0
"Gm25004",0,0,0,0,0,0
"Gm25006",0,0,0,0,0,0
"Gm25010",0,0,0,0,0,0
"Gm25013",0,0,0,0,0,0
"Gm25015",0,0,0,0,0,0
"Gm25016",0,0,0,0,0,0
"Gm25017",0,0,0,0,0,0
"Gm25018",0,0,0,0,0,0
"Gm25020",0,0,0,0,0,0
"Gm25021",0,0,0,0,0,0
"Gm25023",0,0,0,0,0,0
"Gm25024",0,0,0,0,1,0
"Gm25038",0,0,0,0,0,0
"Gm25039",0,0,0,0,0,0
"Gm25047",0,0,0,0,0,0
"Gm25053",1,1,0,0,0,1
"Gm25056",0,0,0,0,0,0
"Gm25058",0,0,0,0,0,0
"Gm25061",0,0,0,0,0,0
"Gm25064",1,0,1,0,0,0
"Gm25065",0,0,0,0,0,0
"Gm25074",0,0,0,0,0,0
"Gm25076",0,0,0,1,0,0
"Gm25077",0,0,0,0,0,0
"Gm25078",0,0,0,0,0,0
"Gm25079",0,0,0,0,0,0
"Gm25080",0,0,0,0,0,0
"Gm25081",0,0,0,0,0,0
"Gm25085",0,0,0,0,0,0
"Gm25087",0,0,0,0,0,0
"Gm25088",0,0,0,0,0,0
"Gm25089",0,0,0,0,0,0
"Gm25090",0,0,0,0,0,0
"Gm25091",1,5,10,1,5,5
"Gm25092",0,0,0,0,0,0
"Gm25093",0,0,1,0,0,0
"Gm25094",0,0,0,0,0,0
"Gm25095",0,0,0,0,0,0
"Gm25096",0,0,0,0,0,0
"Gm25097",0,0,0,0,0,0
"Gm25098",0,0,0,0,0,0
"Gm25099",0,0,0,0,0,0
"Gm25101",0,0,0,0,0,0
"Gm25107",0,0,0,0,0,0
"Gm25112",0,0,0,0,0,0
"Gm25113",0,0,0,0,0,0
"Gm25117",0,0,0,0,0,0
"Gm25119",0,0,0,0,0,0
"Gm25120",0,0,0,0,0,0
"Gm25121",0,0,0,0,0,0
"Gm25124",0,0,0,1,0,0
"Gm25125",0,0,0,0,0,0
"Gm25126",0,0,0,0,0,0
"Gm25127",1,0,1,0,0,0
"Gm25128",3,3,2,1,2,2
"Gm25129",0,0,0,0,0,0
"Gm25132",0,0,0,0,0,0
"Gm25133",0,0,0,0,0,0
"Gm25134",0,0,0,1,0,3
"Gm25135",0,0,0,0,1,0
"Gm25137",0,0,0,0,0,0
"Gm25138",0,0,0,0,0,0
"Gm25139",0,0,0,0,0,0
"Gm25141",0,0,0,0,0,0
"Gm25142",0,0,0,0,0,0
"Gm25143",0,0,0,0,0,0
"Gm25146",0,0,0,0,0,0
"Gm25147",0,0,1,0,0,1
"Gm25155",0,0,0,0,0,0
"Gm25156",0,0,0,0,0,0
"Gm25157",0,0,0,0,0,0
"Gm2516",0,0,0,0,0,0
"Gm25160",0,0,0,0,0,0
"Gm25161",0,0,0,0,0,0
"Gm25168",0,0,0,0,0,0
"Gm25169",0,0,0,0,0,0
"Gm25170",0,0,0,0,0,0
"Gm25173",0,0,0,0,0,0
"Gm25175",0,0,0,0,0,0
"Gm2518",173,180,196,149,118,156
"Gm25186",0,0,0,0,0,0
"Gm25187",0,0,0,0,0,0
"Gm25188",0,0,0,0,0,0
"Gm25189",0,0,0,0,0,0
"Gm25194",0,0,0,0,0,0
"Gm25199",0,0,0,0,0,0
"Gm25200",0,0,0,0,0,0
"Gm25201",0,0,0,0,0,0
"Gm25202",0,0,0,0,0,0
"Gm25203",0,0,0,0,0,0
"Gm25204",0,0,0,0,0,0
"Gm25205",0,0,0,0,0,0
"Gm25207",0,0,0,0,0,0
"Gm25209",0,0,0,0,0,0
"Gm25210",0,0,0,0,0,0
"Gm25211",0,0,0,0,0,0
"Gm25212",0,0,0,0,0,0
"Gm25214",0,0,0,0,0,0
"Gm25215",0,0,0,0,0,0
"Gm25216",0,0,0,0,0,0
"Gm25221",0,0,0,0,0,0
"Gm25222",0,0,0,0,0,0
"Gm25229",0,0,0,0,0,0
"Gm25230",0,0,0,0,0,0
"Gm25232",0,0,0,0,0,0
"Gm25235",0,0,0,1,0,0
"Gm25244",0,0,0,0,0,0
"Gm25245",0,0,0,0,0,0
"Gm25253",0,0,0,0,0,0
"Gm25256",0,1,0,0,0,0
"Gm25257",0,0,0,0,0,0
"Gm25258",0,0,0,0,0,0
"Gm25259",0,0,0,0,0,0
"Gm25261",0,0,0,0,0,0
"Gm25267",0,1,1,0,0,0
"Gm25268",0,0,0,0,0,0
"Gm25269",0,0,0,0,0,0
"Gm25270",0,0,0,0,1,0
"Gm25272",0,0,0,0,0,0
"Gm25274",0,0,0,0,0,0
"Gm25275",0,0,0,0,0,0
"Gm25284",0,0,0,0,1,0
"Gm25285",0,0,0,0,0,0
"Gm25290",0,0,0,0,0,0
"Gm25291",0,2,2,1,0,1
"Gm25294",0,0,0,0,0,0
"Gm25296",4,8,12,4,10,12
"Gm25308",0,0,0,0,0,0
"Gm25311",0,0,0,0,0,0
"Gm25312",0,0,0,0,0,0
"Gm25313",0,0,0,0,0,0
"Gm25314",0,0,0,0,0,0
"Gm25321",8,2,7,4,3,4
"Gm25323",2,0,2,1,3,0
"Gm25326",0,1,0,0,1,1
"Gm25327",0,0,0,0,0,0
"Gm25328",1,1,1,1,2,3
"Gm25332",0,0,0,0,0,0
"Gm25335",0,0,0,0,0,0
"Gm25337",0,0,0,0,0,0
"Gm25338",0,0,0,0,0,0
"Gm25344",0,0,0,0,0,0
"Gm25345",0,0,0,0,0,0
"Gm25346",0,0,0,0,0,0
"Gm25350",0,0,0,0,0,0
"Gm25354",0,0,0,0,0,0
"Gm25357",0,0,0,0,0,0
"Gm25360",0,0,0,1,0,0
"Gm25362",0,0,0,0,0,0
"Gm25369",0,0,0,0,0,0
"Gm25370",0,0,0,0,0,0
"Gm25375",0,0,0,0,0,0
"Gm25376",0,0,0,0,0,0
"Gm25377",0,0,0,0,0,0
"Gm25378",0,0,0,0,0,0
"Gm25379",0,0,0,0,0,0
"Gm25380",0,0,0,0,0,0
"Gm25383",0,0,0,0,0,0
"Gm25384",0,0,0,0,0,0
"Gm25387",0,0,0,0,0,0
"Gm25388",0,0,0,0,0,0
"Gm2539",1,0,0,0,0,0
"Gm25391",0,0,0,0,0,0
"Gm25394",0,0,0,0,0,0
"Gm25395",1,2,2,2,1,2
"Gm25396",0,0,0,0,0,0
"Gm25401",0,0,0,0,0,0
"Gm25402",0,0,0,0,0,0
"Gm25404",0,0,0,0,0,0
"Gm25405",0,0,0,0,0,0
"Gm25407",0,0,0,0,0,0
"Gm25408",0,0,0,0,0,0
"Gm25409",0,0,0,0,0,0
"Gm25410",0,0,0,0,0,0
"Gm25412",0,0,0,0,0,0
"Gm25414",0,0,0,0,0,0
"Gm25415",0,0,0,0,0,0
"Gm25416",0,0,0,0,0,0
"Gm25417",0,0,0,0,0,0
"Gm25418",0,0,0,0,0,0
"Gm25420",0,0,0,0,0,0
"Gm25421",0,0,0,0,0,0
"Gm25422",0,0,0,0,0,0
"Gm25429",0,0,0,0,0,0
"Gm25431",0,0,0,0,0,0
"Gm25434",0,0,0,0,0,0
"Gm25437",0,0,0,0,0,0
"Gm25439",0,0,0,0,0,0
"Gm25443",0,0,0,0,0,0
"Gm25448",0,0,0,0,0,0
"Gm25449",0,0,0,0,0,0
"Gm25450",0,0,0,0,0,0
"Gm25452",0,0,0,0,0,0
"Gm25453",0,0,0,0,0,0
"Gm25457",0,0,0,0,0,0
"Gm25460",0,0,0,0,0,0
"Gm25461",0,0,0,0,0,0
"Gm25462",0,0,0,0,0,0
"Gm25463",0,0,0,0,0,0
"Gm25464",0,0,0,2,4,1
"Gm25466",0,0,0,0,0,0
"Gm25471",0,0,0,0,0,0
"Gm25473",0,0,0,0,0,0
"Gm25474",0,0,0,0,0,0
"Gm25480",0,0,0,0,0,0
"Gm25481",0,0,0,0,0,0
"Gm25482",0,0,1,0,0,0
"Gm25484",0,0,0,0,0,0
"Gm25485",0,0,0,0,0,0
"Gm25486",0,0,0,0,0,0
"Gm25487",0,0,0,0,0,0
"Gm25490",0,0,0,0,0,0
"Gm25492",2,2,2,3,0,3
"Gm25495",0,0,0,0,0,0
"Gm25497",0,0,0,0,0,0
"Gm25498",0,0,0,0,0,0
"Gm25501",0,0,0,0,0,0
"Gm25502",0,0,0,0,0,0
"Gm25506",0,1,0,1,0,0
"Gm25512",0,0,0,0,0,0
"Gm25513",0,0,0,0,0,0
"Gm25515",0,0,0,0,0,0
"Gm25516",0,0,0,0,0,0
"Gm25517",0,0,0,0,0,0
"Gm25518",2,0,0,0,0,0
"Gm25519",0,0,0,0,0,0
"Gm25520",0,0,0,1,1,0
"Gm25521",0,0,0,0,0,0
"Gm25522",0,0,0,0,0,0
"Gm25523",0,0,0,0,0,0
"Gm25524",0,0,0,0,0,0
"Gm25525",0,0,0,0,0,0
"Gm25526",0,0,0,0,0,0
"Gm25528",0,0,0,0,0,0
"Gm25538",0,0,0,0,0,0
"Gm25539",0,0,0,0,0,0
"Gm25541",0,0,0,0,0,0
"Gm25546",0,0,0,0,0,0
"Gm25547",0,0,0,0,0,0
"Gm25550",0,0,0,0,0,0
"Gm25558",1,0,0,0,1,0
"Gm25562",0,0,0,0,0,0
"Gm25564",0,0,0,0,0,0
"Gm25565",0,0,0,0,0,0
"Gm25577",0,0,0,0,0,0
"Gm25578",0,0,0,0,0,0
"Gm25579",0,0,1,0,0,0
"Gm25581",0,0,0,0,0,0
"Gm25582",0,0,0,0,0,0
"Gm25583",0,0,0,0,1,1
"Gm25585",0,0,0,0,0,0
"Gm25587",0,0,0,0,0,0
"Gm25588",0,0,1,1,0,1
"Gm25589",0,0,0,0,0,0
"Gm25592",0,0,0,0,0,0
"Gm25596",7,9,6,2,6,8
"Gm25597",0,0,0,0,0,0
"Gm25598",0,0,0,0,0,0
"Gm25599",0,0,0,0,0,0
"Gm2560",0,0,1,1,1,0
"Gm25600",19,19,12,28,19,24
"Gm25602",0,0,0,0,0,0
"Gm25604",4,6,1,1,3,5
"Gm25607",0,0,0,0,0,0
"Gm25608",0,0,0,0,0,0
"Gm25609",0,0,0,0,0,0
"Gm25610",0,0,0,0,0,0
"Gm25611",0,0,0,0,0,0
"Gm25612",0,1,2,3,1,1
"Gm25613",0,0,0,0,0,0
"Gm25614",0,0,0,0,0,0
"Gm25615",0,0,0,0,0,0
"Gm25617",0,0,0,0,0,0
"Gm25618",0,0,0,1,0,0
"Gm25619",0,0,0,0,0,0
"Gm25622",0,0,0,0,0,0
"Gm25623",0,0,0,0,0,0
"Gm25624",0,0,0,0,0,0
"Gm25626",0,0,0,0,0,0
"Gm25628",1,0,0,0,0,2
"Gm25629",0,0,0,0,0,0
"Gm25630",0,0,0,0,0,0
"Gm25631",0,0,0,0,0,0
"Gm25632",1,0,1,1,2,3
"Gm25633",0,0,0,0,0,0
"Gm25634",0,0,0,0,0,0
"Gm25635",0,0,0,0,0,1
"Gm25636",1,1,0,0,0,0
"Gm25637",0,0,0,0,0,0
"Gm25640",37,44,44,38,28,37
"Gm25644",0,0,0,0,0,0
"Gm25646",0,0,0,0,0,0
"Gm25647",0,0,0,0,0,0
"Gm25648",0,0,0,0,0,0
"Gm25650",0,0,0,0,0,0
"Gm25651",0,0,0,0,0,0
"Gm25652",0,0,0,0,0,0
"Gm25653",0,0,0,0,0,0
"Gm25658",0,0,0,0,0,0
"Gm25663",1,2,2,0,2,2
"Gm25668",0,0,0,0,0,0
"Gm25670",0,0,0,0,0,0
"Gm25672",0,0,0,0,0,0
"Gm25679",0,0,0,0,0,0
"Gm25681",0,0,0,0,0,0
"Gm25682",0,0,0,0,0,0
"Gm25683",0,0,0,0,0,0
"Gm25684",0,0,0,0,0,0
"Gm25696",0,0,0,0,0,0
"Gm25697",0,0,0,0,0,0
"Gm25698",0,0,0,0,0,1
"Gm25699",0,0,0,0,0,0
"Gm25702",0,0,0,0,0,0
"Gm25703",0,0,0,0,0,0
"Gm25705",0,0,0,0,0,0
"Gm25709",1,0,0,0,0,0
"Gm25710",0,0,0,0,0,0
"Gm25711",0,0,0,0,0,0
"Gm25716",0,1,0,1,0,0
"Gm25721",0,0,0,0,0,0
"Gm25723",0,0,0,0,0,0
"Gm25725",0,0,0,0,0,0
"Gm25726",0,0,0,0,0,0
"Gm25727",0,0,0,0,0,0
"Gm25728",0,0,1,0,2,0
"Gm25730",0,0,0,0,0,0
"Gm25737",0,0,0,0,0,0
"Gm25739",0,0,0,0,0,0
"Gm25740",0,0,0,0,0,0
"Gm25741",0,0,0,0,0,0
"Gm25742",0,0,0,0,0,0
"Gm25744",1,1,2,6,2,6
"Gm25755",0,0,0,0,0,0
"Gm25756",0,0,0,0,0,0
"Gm25758",0,0,0,0,0,0
"Gm25759",0,0,0,0,0,0
"Gm25760",0,0,0,0,0,0
"Gm25761",0,0,0,0,0,0
"Gm25762",0,0,0,0,0,0
"Gm25763",0,0,0,1,0,0
"Gm25764",0,0,0,0,0,0
"Gm25765",0,0,0,0,0,0
"Gm25766",0,0,0,0,0,0
"Gm25769",0,0,0,0,0,0
"Gm25771",0,0,0,0,0,0
"Gm25776",9,4,4,3,4,0
"Gm25777",0,1,3,3,3,0
"Gm25781",0,0,0,0,0,0
"Gm25783",0,0,0,0,0,0
"Gm25785",0,0,0,0,0,0
"Gm25788",2,1,2,1,0,0
"Gm25789",5,0,5,3,7,7
"Gm25790",0,0,0,0,0,0
"Gm25791",26,40,27,28,43,22
"Gm25792",0,0,0,0,0,0
"Gm25793",0,0,0,0,0,0
"Gm25794",0,0,0,0,0,0
"Gm25795",0,0,0,0,0,0
"Gm25796",0,0,0,0,0,0
"Gm25797",0,0,0,0,0,0
"Gm25798",0,0,0,0,0,0
"Gm25799",0,0,0,0,0,0
"Gm25800",0,0,0,0,0,0
"Gm25801",0,0,0,0,0,0
"Gm25802",0,0,0,0,0,0
"Gm25803",0,0,0,0,0,0
"Gm25805",0,1,0,0,0,0
"Gm25810",0,0,0,0,0,0
"Gm25812",0,0,0,0,0,0
"Gm25813",0,0,0,0,0,0
"Gm25814",0,0,0,0,0,0
"Gm25815",0,0,0,0,0,0
"Gm25816",0,0,0,0,0,0
"Gm25818",0,0,0,0,0,0
"Gm25819",1,0,0,1,0,1
"Gm2582",0,0,0,0,0,0
"Gm25820",1,1,1,1,2,3
"Gm25821",0,0,0,1,0,0
"Gm25823",0,0,0,0,0,0
"Gm25826",0,0,0,0,0,0
"Gm25827",1,0,0,1,0,2
"Gm25828",0,0,0,0,0,0
"Gm25829",0,0,0,0,0,0
"Gm25830",0,0,0,0,0,0
"Gm25831",0,0,0,0,0,0
"Gm25832",0,0,0,0,0,0
"Gm25833",0,0,0,0,0,0
"Gm25835",39,37,51,30,35,32
"Gm25840",0,0,0,0,0,0
"Gm25846",0,0,0,0,0,0
"Gm25848",1,4,2,0,1,1
"Gm25851",0,0,0,0,0,0
"Gm25852",0,0,0,0,0,0
"Gm25853",0,0,0,0,0,0
"Gm25854",0,0,0,0,0,0
"Gm25855",30,34,23,11,15,17
"Gm25856",0,0,0,0,0,0
"Gm25857",0,0,0,0,0,0
"Gm25860",0,0,0,0,0,0
"Gm25862",0,2,0,1,0,0
"Gm25867",0,0,0,0,0,0
"Gm25869",1,0,0,1,0,0
"Gm25870",0,0,0,0,0,0
"Gm25873",0,0,0,0,0,0
"Gm25874",0,0,0,0,0,0
"Gm25875",0,0,0,0,0,0
"Gm25877",0,0,0,0,0,0
"Gm25878",12,4,9,11,19,12
"Gm25879",0,0,0,0,0,0
"Gm25880",0,0,0,0,0,0
"Gm25881",0,0,0,0,0,0
"Gm25884",0,0,0,0,0,0
"Gm25890",0,0,0,0,0,0
"Gm25891",0,0,0,0,0,0
"Gm25894",38,36,19,23,18,20
"Gm25896",0,0,0,0,0,0
"Gm25897",0,0,0,0,0,0
"Gm25898",0,0,0,0,0,0
"Gm25899",0,0,0,0,0,0
"Gm25901",0,0,0,0,0,0
"Gm25903",0,3,0,0,0,0
"Gm25906",0,0,0,0,0,0
"Gm25909",0,0,0,0,0,0
"Gm25913",0,0,0,0,0,0
"Gm25915",0,0,0,0,0,0
"Gm25916",0,0,0,0,0,0
"Gm25917",0,0,0,0,0,0
"Gm25918",0,0,0,0,0,0
"Gm25919",0,0,0,0,0,0
"Gm25921",4,2,0,0,0,0
"Gm25922",0,1,0,0,0,0
"Gm25924",0,0,0,0,0,0
"Gm25926",2,0,1,1,2,0
"Gm25929",0,0,0,0,0,0
"Gm25930",0,0,0,0,0,0
"Gm25934",0,0,0,0,0,0
"Gm25935",0,0,0,0,0,0
"Gm25937",0,0,0,0,0,0
"Gm25938",0,0,0,0,0,0
"Gm25939",0,0,0,0,0,1
"Gm25944",0,0,0,0,0,0
"Gm25967",0,0,0,0,0,0
"Gm25970",0,1,1,0,0,0
"Gm25973",1,3,0,0,0,0
"Gm25976",0,0,0,0,0,0
"Gm25979",0,0,0,0,0,0
"Gm25982",0,0,0,0,0,3
"Gm25984",0,0,0,0,0,0
"Gm25985",0,0,0,0,0,0
"Gm25987",0,0,0,0,0,0
"Gm25988",0,0,0,0,0,0
"Gm25989",1,0,0,0,0,0
"Gm25995",0,0,0,0,0,0
"Gm25999",0,0,0,0,0,0
"Gm26000",0,0,0,0,0,0
"Gm26002",0,0,0,0,0,0
"Gm26005",0,0,0,0,0,0
"Gm26007",0,0,0,0,0,0
"Gm26008",0,0,0,0,0,0
"Gm26011",0,0,0,0,0,0
"Gm26012",0,0,0,0,0,0
"Gm26014",0,0,0,0,0,0
"Gm26016",0,0,0,0,0,0
"Gm26017",0,0,0,0,0,0
"Gm26020",1,0,1,1,0,1
"Gm26021",0,0,0,0,0,0
"Gm26022",0,0,0,0,0,0
"Gm26029",0,0,0,0,0,0
"Gm26032",0,0,0,0,0,0
"Gm26036",0,0,0,0,0,0
"Gm26038",0,0,0,0,0,0
"Gm26040",0,0,0,0,0,0
"Gm26044",0,0,0,0,0,0
"Gm26046",0,0,0,0,0,0
"Gm26047",0,0,0,0,0,0
"Gm26048",0,0,0,0,0,0
"Gm26049",1,4,0,3,3,4
"Gm26054",0,0,0,0,0,0
"Gm26055",0,0,0,0,0,0
"Gm26056",0,0,0,0,0,0
"Gm26057",0,0,0,0,0,0
"Gm26058",0,0,0,1,0,0
"Gm26059",0,0,0,0,0,0
"Gm26061",0,0,0,0,0,0
"Gm26062",0,0,0,0,0,0
"Gm26063",0,0,0,0,0,0
"Gm26064",8,3,2,0,1,1
"Gm26065",0,0,0,0,0,1
"Gm26066",0,0,0,0,0,0
"Gm26070",0,0,0,0,0,0
"Gm26071",0,0,0,0,0,0
"Gm26072",0,0,0,0,0,0
"Gm26074",0,0,0,0,0,0
"Gm26075",0,0,0,0,0,0
"Gm26076",0,0,0,0,0,0
"Gm26078",0,0,0,0,0,0
"Gm26079",0,0,0,0,0,0
"Gm26080",0,0,0,0,0,0
"Gm26081",0,0,0,0,0,0
"Gm26082",0,0,0,0,0,0
"Gm26084",0,0,0,0,0,0
"Gm26087",0,0,0,0,0,0
"Gm26088",0,0,0,0,0,0
"Gm26091",0,0,0,0,0,0
"Gm26096",0,0,0,0,0,0
"Gm26097",0,0,0,0,0,0
"Gm26099",0,0,0,0,0,0
"Gm26100",0,0,0,0,0,0
"Gm26101",0,0,0,0,0,0
"Gm26104",0,0,0,0,0,0
"Gm26105",0,0,0,0,0,0
"Gm26107",0,0,0,0,0,0
"Gm26108",0,0,0,0,0,0
"Gm26109",0,0,0,1,0,2
"Gm26110",0,0,0,0,0,1
"Gm26111",0,0,0,0,0,0
"Gm26121",0,0,0,0,0,0
"Gm26122",0,0,0,0,0,0
"Gm26123",0,0,0,0,0,0
"Gm26125",0,0,0,0,0,0
"Gm26126",0,0,0,0,0,0
"Gm26127",0,0,0,0,0,0
"Gm26128",0,0,0,0,0,0
"Gm26129",0,0,0,0,0,0
"Gm26130",16,13,14,18,18,18
"Gm26132",1,0,0,0,0,0
"Gm26133",0,0,0,0,0,0
"Gm26135",0,2,0,0,0,0
"Gm26138",0,0,0,0,0,0
"Gm26139",0,0,0,0,0,0
"Gm26143",0,0,0,1,0,1
"Gm26144",0,0,0,0,0,0
"Gm26145",0,0,0,0,0,0
"Gm26146",0,0,0,0,0,0
"Gm26147",0,0,0,0,0,0
"Gm26151",0,0,0,0,0,0
"Gm26159",0,0,0,0,0,0
"Gm26160",0,0,0,0,0,0
"Gm26162",0,0,0,0,0,0
"Gm26164",0,0,0,0,0,0
"Gm26165",1,2,7,4,3,3
"Gm26166",0,0,0,0,0,0
"Gm26169",0,0,0,0,0,0
"Gm26175",1,1,3,0,0,1
"Gm26176",0,0,0,0,0,0
"Gm26177",0,0,0,0,0,0
"Gm26178",0,0,0,0,0,0
"Gm26179",0,0,0,0,0,0
"Gm26180",2,3,1,1,5,0
"Gm26181",0,0,0,0,0,0
"Gm26183",0,0,0,0,0,0
"Gm26184",0,0,0,0,0,0
"Gm26188",0,0,0,0,0,0
"Gm26189",1,0,0,0,2,1
"Gm2619",0,1,1,0,0,0
"Gm26200",0,0,0,0,0,0
"Gm26201",0,0,0,0,0,0
"Gm26202",7,9,8,11,6,6
"Gm26203",0,3,3,1,4,1
"Gm26204",0,0,0,0,0,0
"Gm26205",8,7,7,6,4,2
"Gm26206",0,0,0,0,0,0
"Gm26207",0,0,0,0,0,0
"Gm26211",0,0,0,0,0,0
"Gm26214",0,0,0,2,0,0
"Gm26224",30,26,23,21,42,36
"Gm26225",0,0,0,0,0,0
"Gm26228",0,0,0,0,0,0
"Gm26230",0,0,0,0,0,0
"Gm26232",0,0,0,0,0,0
"Gm26236",3,0,1,0,0,1
"Gm26239",0,0,0,0,0,0
"Gm26240",0,0,0,0,0,0
"Gm26243",1,1,0,0,0,1
"Gm26244",0,0,0,0,1,0
"Gm26245",0,0,0,0,0,0
"Gm26246",0,0,0,0,0,0
"Gm26247",0,0,0,0,0,0
"Gm26251",0,0,0,0,0,0
"Gm26255",0,0,0,0,0,0
"Gm26256",0,0,0,0,0,0
"Gm26257",0,0,0,0,0,0
"Gm26262",0,0,0,0,0,0
"Gm26263",0,0,0,0,0,0
"Gm26264",0,0,0,0,0,0
"Gm26265",1,2,2,1,0,0
"Gm26270",0,0,0,0,0,0
"Gm26271",0,0,0,0,0,0
"Gm26272",0,0,0,0,0,0
"Gm26273",0,0,0,0,0,0
"Gm26278",0,0,0,0,0,0
"Gm26283",0,0,0,0,0,0
"Gm26284",0,0,0,0,0,0
"Gm26285",0,0,0,0,0,1
"Gm26286",0,0,0,0,1,1
"Gm26287",2,0,1,1,2,0
"Gm26288",0,0,0,0,0,0
"Gm26289",0,0,0,0,0,0
"Gm26291",0,0,0,0,0,0
"Gm26293",0,0,0,0,0,0
"Gm26295",0,0,0,0,0,0
"Gm26296",0,0,0,0,0,0
"Gm26297",0,0,0,0,0,0
"Gm26306",2,0,0,0,0,0
"Gm26307",0,0,0,0,0,0
"Gm26312",0,0,0,0,0,0
"Gm26314",0,0,0,0,0,0
"Gm26316",1,0,1,0,0,0
"Gm26317",0,0,0,0,0,1
"Gm26324",0,0,0,0,0,0
"Gm26325",0,0,0,0,0,0
"Gm26326",0,0,0,0,0,0
"Gm26327",0,0,0,0,0,0
"Gm26328",0,0,0,0,0,0
"Gm26330",10,6,5,11,10,10
"Gm26331",0,0,1,0,0,0
"Gm26332",0,0,0,0,0,0
"Gm26334",0,0,0,0,0,0
"Gm26335",0,0,0,0,0,0
"Gm26336",0,0,0,0,0,0
"Gm26337",0,0,0,0,0,0
"Gm26341",0,0,0,0,0,0
"Gm26342",0,0,0,0,0,0
"Gm26343",0,0,0,0,0,0
"Gm26344",0,0,0,0,0,0
"Gm26347",1,2,0,0,1,1
"Gm26349",0,0,0,0,0,0
"Gm26354",0,0,0,0,0,0
"Gm26361",0,0,0,0,0,0
"Gm26365",0,0,0,0,0,0
"Gm26366",0,0,0,0,0,0
"Gm26367",0,0,0,0,0,0
"Gm26371",0,0,0,0,0,0
"Gm26373",0,0,0,0,0,0
"Gm26374",0,0,0,0,0,0
"Gm26375",0,0,0,0,0,0
"Gm26378",0,0,0,0,0,0
"Gm26379",0,0,0,0,0,0
"Gm26387",11,7,12,14,10,10
"Gm26389",0,0,0,0,0,0
"Gm26390",0,0,0,0,0,0
"Gm26391",0,0,0,0,0,0
"Gm26392",0,0,0,0,0,0
"Gm26395",0,0,0,0,0,0
"Gm26396",0,0,0,0,0,0
"Gm26397",19,14,18,7,9,8
"Gm26402",0,0,0,0,0,0
"Gm26403",7,11,6,1,2,6
"Gm26409",0,0,0,0,0,0
"Gm26411",0,0,0,0,0,0
"Gm26413",0,3,1,1,1,3
"Gm26416",0,0,0,0,0,0
"Gm26417",0,0,0,0,0,0
"Gm26418",0,0,0,0,0,0
"Gm26419",0,0,0,0,0,0
"Gm26420",0,0,0,0,0,0
"Gm26421",0,0,0,0,0,0
"Gm26422",0,0,0,0,0,0
"Gm26423",0,0,0,0,0,0
"Gm26424",0,0,0,0,0,0
"Gm26427",0,0,0,0,0,0
