"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cep55",797.011592151895,0.41942027020013,0.103885708898446,4.03732404242566,5.40643673789544e-05,0.000372703227828645
"Cep57",625.459379474917,0.0410259869615314,0.0958935285369249,0.427828525944104,0.668775966930225,0.801487886725809
"Cep57l1",310.239807516326,-0.21572189954095,0.123165865854395,-1.75147471293689,0.0798641733404989,0.183618694570263
"Cep63",347.30106123626,0.0236792299935985,0.109765940804772,0.215724748678773,0.82920230874887,0.907460712763889
"Cep68",935.634530594281,0.357022940339133,0.0768894469918726,4.64332823692791,3.42841025001456e-06,3.02804437151726e-05
"Cep70",588.949985206782,-0.567592741569969,0.0894681565249135,-6.3440755193376,2.23765049090818e-10,3.75991419925508e-09
"Cep72",256.422700554281,-0.309092475837863,0.129203662883397,-2.39228880157068,0.0167436614470794,0.0534162263336962
"Cep76",564.089800133566,0.115624785405427,0.0894250872563256,1.29297928526481,0.196018223632518,0.357932634266872
"Cep78",320.480975065597,0.158293861520578,0.11623695407176,1.36182045361283,0.173254554977578,0.32758532355725
"Cep83",721.038302184789,0.274474270503531,0.102291719762571,2.68325013149268,0.00729104358228965,0.0271266902914376
"Cep83os",342.125938306532,-0.550486770147685,0.112274381825385,-4.90304877388531,9.43605429155044e-07,9.24364767044185e-06
"Cep85",579.296871007902,-0.198338240465348,0.0897846010914322,-2.20904518207271,0.0271714984048598,0.0787442489880855
"Cep85l",457.512544967281,-0.304440384145781,0.108852978301327,-2.79680343980141,0.00516109215039642,0.0202723230366216
"Cep89",293.739794880375,0.0259800185144291,0.123463282283797,0.210427084343266,0.833334355600717,0.90906982621429
"Cep95",473.121515305576,0.0338104569636292,0.0967626815289468,0.349416287657497,0.726776807218906,0.842693483385576
"Cep97",372.467791029505,0.00792779766528216,0.115679034037803,0.0685327097621807,0.945361582651332,0.972034834033789
"Cept1",1381.5567562263,-0.180370120760108,0.0650705134421713,-2.77191789673527,0.00557270903632363,0.0216645891530658
"Cer1",0,NA,NA,NA,NA,NA
"Cercam",349.782282208144,-0.742040609156888,0.115357703414691,-6.43251891457458,1.25506407625571e-10,2.18196919679318e-09
"Cerk",2071.85629833551,0.153736124570904,0.06055010355779,2.53899028305006,0.0111172910930592,0.0381499797972083
"Cerkl",233.65507640932,-0.28738682909281,0.138124049998914,-2.080642937237,0.0374666007006664,0.10162100428592
"Cerox1",0.168200529969317,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Cers1",0,NA,NA,NA,NA,NA
"Cers2",3872.57567770511,0.0523771665304993,0.0504031371465096,1.03916481186978,0.298728092585441,0.480506235880854
"Cers3",2.97233395187744,0.902739834585255,1.14773902091056,0.786537547420029,0.431552630842465,0.612884513199953
"Cers4",93.1083090832308,0.602808677122008,0.204490934558421,2.94785037010914,0.00319991907817027,0.0135488132766122
"Cers5",846.368586439411,-0.130136556447909,0.0807271996620555,-1.61205339702967,0.106950320644021,0.228521777297202
"Cers6",3201.18012763262,-0.285115980503086,0.0573343749726081,-4.9728628007073,6.59713517877006e-07,6.64192092526112e-06
"Cert1",1226.42929047186,-0.0854312793260052,0.0695369693138922,-1.22857352238585,0.219231747831769,0.386939610811427
"Ces1a",0,NA,NA,NA,NA,NA
"Ces1b",0,NA,NA,NA,NA,NA
"Ces1c",0,NA,NA,NA,NA,NA
"Ces1d",8.89207042766162,-1.56185580021891,0.686051277283172,-2.27658755538508,0.0228108667166685,0.0684205648703449
"Ces1e",0,NA,NA,NA,NA,NA
"Ces1f",0,NA,NA,NA,NA,NA
"Ces1g",0,NA,NA,NA,NA,NA
"Ces1h",0,NA,NA,NA,NA,NA
"Ces2a",0,NA,NA,NA,NA,NA
"Ces2b",4.62842799463734,-2.63103082198184,1.0833372779174,-2.42863499264026,0.0151557818706392,0.0492301157150658
"Ces2c",4.68382730936088,-0.514769396088974,0.897152679269149,-0.573781261522089,0.566115830580086,0.726002367888064
"Ces2d-ps",0,NA,NA,NA,NA,NA
"Ces2e",0.873224338213774,-2.03433824887479,2.40761019416057,-0.844961636152264,0.398132259104156,NA
"Ces2f",0.503825673527789,-2.50998354355514,2.82628308802553,-0.88808638957276,0.37449428324794,NA
"Ces2g",746.941168108886,-3.19165414023333,0.108895788316732,-29.3092523555654,7.90575064024591e-189,1.34832577169394e-185
"Ces2h",0,NA,NA,NA,NA,NA
"Ces3a",0,NA,NA,NA,NA,NA
"Ces3b",0,NA,NA,NA,NA,NA
"Ces4a",0,NA,NA,NA,NA,NA
"Ces5a",0,NA,NA,NA,NA,NA
"Cetn1",0,NA,NA,NA,NA,NA
"Cetn2",491.260649269595,0.192171896843369,0.0985247954348581,1.95049272617296,0.0511174195069973,0.129463556532795
"Cetn3",531.125979247942,0.126941460766799,0.112526458923846,1.12810322106295,0.259276328984042,0.435274908044378
"Cetn4",26.1174514277009,-0.400385135041459,0.37612347110652,-1.06450451992151,0.287100207922939,0.466821817725782
"Cfap100",4.29025140968586,1.33440615538417,1.01342310486936,1.31673152997255,0.187928630911432,0.347062566344827
"Cfap107",0,NA,NA,NA,NA,NA
"Cfap119",25.9971658612458,0.467462508663257,0.39875140445164,1.17231564188748,0.241070353885789,0.415466338472325
"Cfap126",29.3349782209557,-0.139390686782152,0.392266841432325,-0.355346595886567,0.722329951736253,0.839649490653066
"Cfap141",120.216436976551,-0.377105299604498,0.180194036524931,-2.09277347284644,0.0363693809019319,0.0993083239325087
"Cfap144",0,NA,NA,NA,NA,NA
"Cfap157",11.123161939779,0.208917680406053,0.574292055828399,0.363782988613165,0.716020066678484,0.8353893991792
"Cfap161",0,NA,NA,NA,NA,NA
"Cfap20",435.903797743792,0.212173490271977,0.107392173440198,1.97568857650625,0.0481900595243317,0.123702809329843
"Cfap206",0.326483210676476,1.78443934836301,3.63191728740248,0.491321582281747,0.623199017522843,NA
"Cfap20dc",3.14134735495065,0.682866901980299,1.0849323550045,0.629409657505759,0.529080897037579,0.696202044516312
"Cfap210",26.945360337244,-0.156200052288484,0.41457898684771,-0.376767895247576,0.70634610136727,0.827954141499573
"Cfap221",0,NA,NA,NA,NA,NA
"Cfap251",27.5412634549496,-0.748869804553839,0.380573325453913,-1.96774118012779,0.0490978250563103,0.125541740080266
"Cfap276",0,NA,NA,NA,NA,NA
"Cfap298",176.92805518575,0.135830699547723,0.168089309412336,0.808086487014589,0.419040796034213,0.601425631268493
"Cfap299",0,NA,NA,NA,NA,NA
"Cfap300",4.6919456887465,-0.506761776416835,0.996348177939799,-0.508619163096872,0.611019194104737,0.760723627062221
"Cfap36",1046.63295509717,0.110835587028638,0.0718685891347527,1.54219789706492,0.123025510960464,0.253344613551161
"Cfap410",256.776564115306,0.182939946162075,0.130797643070388,1.3986486443309,0.161918371502015,0.311683727535763
"Cfap418",231.36139128541,0.062801763943329,0.14536652597597,0.432023559218237,0.665724290404016,0.799403490307716
"Cfap43",180.884479642799,-0.0102178394271087,0.153432425286483,-0.0665950460473419,0.946904089673874,0.972723525553203
"Cfap44",0.168200529969317,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Cfap45",18.4996892654793,-0.223907269623881,0.445946789267693,-0.502094139956849,0.615601302100658,0.763402908989074
"Cfap46",1.30574916931828,1.51428177563615,1.84893738315448,0.8190011135221,0.412785778278545,NA
"Cfap47",0.817704070217633,1.79740533050119,2.27666981505447,0.789488804487962,0.429826370647845,NA
"Cfap52",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Cfap53",3.91692890152149,1.50216268549337,1.05337298725731,1.42605013007271,0.1538538723685,0.300295009526752
"Cfap54",10.1349089240421,0.0520230683454456,0.598188190883001,0.0869677287822299,0.930697163589173,0.964967247027073
"Cfap57",31.6099537207559,-1.66615987697403,0.369501256472468,-4.50921302103388,6.50685483181078e-06,5.45865268846694e-05
"Cfap58",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Cfap61",0.326816288896475,-0.0906722848197847,3.39052645314569,-0.0267428336197348,0.978664849048855,NA
"Cfap65",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Cfap68",209.845850861689,-0.251442686093241,0.142812070511544,-1.76065430038644,0.0782969320230326,0.180761423102375
"Cfap69",2.18065322444612,0.549628733539498,1.43447984735811,0.383155423585597,0.701604527341854,NA
"Cfap70",0.83609769592179,-0.675857977022322,2.14590149002446,-0.314952937105522,0.752797387358765,NA
"Cfap73",4.60979100246136,0.341225317240582,0.92808031089868,0.367667876619606,0.713120896029969,0.833089724076383
"Cfap74",20.3647610496753,-0.565024172984527,0.435155753033909,-1.29844123407579,0.194135757661842,0.35559932842044
"Cfap77",1.29390691015617,2.61266272573527,1.88380840357626,1.38690469836281,0.165470825000497,NA
"Cfap90",0,NA,NA,NA,NA,NA
"Cfap91",0.478141721625147,2.34073244922632,2.8787083444778,0.813118999608462,0.416149834195874,NA
"Cfap92",4.27545305593616,0.824352010429623,0.949992908872507,0.867745435498039,0.38553370669968,0.569732030826015
"Cfap95",0,NA,NA,NA,NA,NA
"Cfap96",14.7416768889983,-0.968350876307699,0.518290974062168,-1.86835373326711,0.0617127815111095,0.150272913859505
"Cfap97",742.436174549265,-0.280801594977684,0.0834835740297594,-3.36355502553816,0.000769454954557713,0.00397427445487032
"Cfap97d1",0,NA,NA,NA,NA,NA
"Cfap97d2",0.167424613589154,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Cfap99",0.482730611312496,2.35199152506379,3.11458058247585,0.755155136552654,0.450155903713276,NA
"Cfb",2208.17562772267,0.504113486379727,0.0814890401850848,6.18627345756854,6.16031075300212e-10,9.82826004606652e-09
"Cfc1",0,NA,NA,NA,NA,NA
"Cfd",3.33115788021529,-0.105247898397739,1.08105516545252,-0.097356639847036,0.922443177483974,0.960455945786885
"Cfdp1",741.159720847093,0.0730698948151883,0.095049241399675,0.768758316628061,0.442036798267124,0.622178558590889
"Cfh",0,NA,NA,NA,NA,NA
"Cfhr1",0,NA,NA,NA,NA,NA
"Cfhr2",0,NA,NA,NA,NA,NA
"Cfhr3",0,NA,NA,NA,NA,NA
"Cfhr4",0,NA,NA,NA,NA,NA
"Cfi",0,NA,NA,NA,NA,NA
"Cfl1",18750.8431610735,0.0782382504572508,0.0620678245900933,1.26052831678812,0.207478839444776,0.372165713791613
"Cfl2",280.049441214783,-0.25662369201142,0.121696861303381,-2.10871249482495,0.0349694056640968,0.096349469079349
"Cflar",1366.88655845308,-0.129693640804192,0.0750948435211424,-1.72706453230278,0.0841560745028824,0.191079383814571
"Cfp",3017.20144772309,-0.547397193748961,0.0665039988428181,-8.23104179107684,1.85592201330169e-16,5.36487287065428e-15
"Cftr",12.1058276196357,-1.47022254188067,0.581727543135511,-2.52733871591532,0.0114930598949477,0.0392577882051537
"Cga",0,NA,NA,NA,NA,NA
"Cgas",464.801656994842,0.580074044539265,0.0967664803001008,5.99457624934055,2.04016724245552e-09,3.06294474648582e-08
"Cggbp1",3433.23517278078,0.160433505518584,0.0515959355769631,3.10942138609491,0.00187454161268,0.00859647948487695
"Cgn",0.484656131443469,0.789749449818756,2.94089625619348,0.268540397559267,0.788283383617858,NA
"Cgnl1",233.03310139026,-0.350260539073495,0.141150812359041,-2.48146314725095,0.0130844239521641,0.0438161684607373
"Cgref1",3.21748289027819,-1.5846117492736,1.1207093660291,-1.41393638467411,0.157380581671707,0.305361299250394
"Cgrrf1",266.999087453295,0.14973355745426,0.134383621640034,1.11422475169885,0.265182779375373,0.442057697414426
"Ch25h",1.81233025006348,0.178002130112091,1.40634538406252,0.12657070740183,0.899280182545873,NA
"Chac1",159.629383483378,-0.596695166834567,0.162701046957415,-3.66743286532597,0.000244997847384841,0.00145185486002379
"Chac2",59.5582884599795,-0.409924835510139,0.257427996763605,-1.59238637857471,0.111297914957708,0.235331755467854
"Chad",3.44111969169478,0.617897731756591,1.04199287642344,0.592996119011367,0.553183749562498,0.716168653254557
"Chadl",58.9614783850113,0.214874257489864,0.260314522481688,0.825440914480594,0.409121314476908,0.592248101862861
"Chaf1a",1478.30076880002,0.352335667548072,0.0680658010280253,5.17639787127462,2.26210787352605e-07,2.46361748294935e-06
"Chaf1b",817.768758663231,0.40136125151157,0.0782038408179257,5.1322447505618,2.86306857111462e-07,3.06718809549999e-06
"Champ1",1009.29428780526,0.0418772720825576,0.0716611431293209,0.584379068681408,0.55896530597005,0.720353127801058
"Chaserr",328.857475546672,-0.228869350990618,0.116916935674442,-1.95753805614535,0.0502842420421798,0.127770820624162
"Chat",0,NA,NA,NA,NA,NA
"Chchd1",493.906618098203,-0.0405877684582462,0.0997316663392519,-0.406969721333854,0.684030226887294,0.812803139121722
"Chchd10",238.773057420182,-0.353458091956038,0.135389455519261,-2.61067666311542,0.00903632855707213,0.0322213220867374
"Chchd2",1079.27129815641,0.0491115103009963,0.0744609019433171,0.659561045048611,0.509535559652511,0.680671181160302
"Chchd3",1099.76967253565,0.187802094740226,0.0715229452467247,2.62576008429723,0.00864557311048796,0.0311536550600828
"Chchd4",367.291061910887,0.214229374006242,0.106871688895661,2.00454747389082,0.0450114468162233,0.11727317834566
"Chchd5",242.362130671231,-0.347982198901428,0.134297593801604,-2.59112757757594,0.00956620206169128,0.0337648129474638
"Chchd6",101.998870401249,-0.320208440928261,0.199984313352397,-1.60116778941564,0.109339760979911,0.232430465351163
"Chchd7",255.284161170244,-0.0387038931166609,0.130219241624391,-0.297220999246025,0.766297790810739,0.867903691221366
"Chct1",0.478141721625147,2.34073244922632,2.8787083444778,0.813118999608462,0.416149834195874,NA
"Chd1",2627.75645519244,0.119413097870951,0.0584546512712017,2.04283312403886,0.041068960326855,0.109288675046733
"Chd1l",527.523970563408,-0.243744733038271,0.0927223178573558,-2.62876013748112,0.00856967829983724,0.0309455565114809
"Chd2",1506.3728404644,-0.187828538900924,0.0712579129346205,-2.63589728025374,0.00839151299125774,0.0304659972149997
"Chd3",1330.10613978162,0.432823837991974,0.0710690931790691,6.09018377231029,1.12781149314476e-09,1.73599503750757e-08
"Chd4",9402.35137300849,0.154114498353487,0.0519475144402843,2.96673479018226,0.00300980457101776,0.0128491156342197
"Chd5",23.8654546889085,-1.10685511674725,0.412215121076016,-2.68513953068483,0.00724995325309405,0.0270209686913284
"Chd6",1077.29789345167,0.0225994998441705,0.0715617930370293,0.315803990999451,0.75215128865193,0.859092609702321
"Chd7",1960.08963006144,-0.134430903204913,0.0669138115814382,-2.00901577757684,0.0445354605287531,0.116352983964137
"Chd8",3294.57499787386,0.138708547120675,0.0593652905559554,2.33652603771784,0.0194638421885415,0.0603227018945258
"Chd9",1418.87309472304,0.25580793737308,0.0643287433807233,3.97657289617965,6.99155734646032e-05,0.000469637694146832
"Chdh",123.367622211648,0.111914683953945,0.17736419614904,0.630988025677421,0.528048353919956,0.695179249922473
"Chek1",449.00546567932,0.237988112868799,0.101312529006433,2.34904917686625,0.0188214208135579,0.0587265517700749
"Chek2",611.588911728315,0.152692153482487,0.090590186657625,1.68552642528013,0.0918870508714932,0.203921099884621
"Cherp",2688.49587533419,0.118790677554657,0.0583501412039962,2.03582502293108,0.0417679287987437,0.110789858955842
"Chfr",1683.53697250881,0.139762025844529,0.0608078008381824,2.29842263522165,0.0215377464494521,0.0654488449874105
"Chga",0.168200529969317,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Chgb",0,NA,NA,NA,NA,NA
"Chi3l1",7516.68414813968,-0.486181757604727,0.0548269001199347,-8.86757698394761,7.47546932634486e-19,2.60724190921905e-17
"Chia1",1.16061953997459,-0.50956747225655,1.77492061878497,-0.287093105383708,0.774041031179982,NA
"Chic1",10.5368423071233,0.647402266482148,0.591067795441743,1.09530966071042,0.273380996550259,0.45109451394782
"Chic2",653.410608823226,0.222215400916551,0.0906061674377713,2.45254166687018,0.014185095004252,0.0467672134733266
"Chid1",565.116102743321,-0.161121348053848,0.0889415779114747,-1.81154137173298,0.0700570909548216,0.166063055765738
"Chil3",16285.2806608996,-0.682046746455842,0.0648566756111504,-10.5162150238021,7.27371372033692e-26,3.72532094595634e-24
"Chil4",2.29968781801809,-0.0885394164169844,1.36444952617177,-0.0648902100947618,0.948261415379333,NA
"Chil5",18.922885146058,-1.817537819712,0.475045360078058,-3.8260300435591,0.000130226403437492,0.000819259059618751
"Chil6",1.48943415221847,0.237950251228147,1.59217877353858,0.149449455791518,0.881198989794999,NA
"Chit1",1.49612045180623,-1.87448445250134,1.83772788963486,-1.0200010910613,0.307727943294768,NA
"Chka",846.391308842665,-0.126070762807087,0.0759931196513984,-1.65897601500516,0.097120625539693,0.212512050304281
"Chkb",8.53991356449697,0.716635729568393,0.675831136642692,1.06037690587682,0.288973164297497,0.469017635810222
"Chl1",0,NA,NA,NA,NA,NA
"Chm",615.635868041193,0.221659788002679,0.0911142677493599,2.43276704601773,0.0149839376857004,0.0488682715045098
"Chml",301.84248635198,-0.199289838808834,0.121012043480649,-1.64685954452709,0.0995869189328512,0.216308571370323
"Chmp1a",1666.0225629123,-0.168126175665984,0.0638683637824379,-2.63238582780501,0.00847875150188228,0.0306978457409306
"Chmp1b",1046.86360193253,-0.102522246364094,0.074627452497594,-1.37378729854672,0.169507725439875,0.322183690780905
"Chmp1b2",626.177980561969,-0.340383369925561,0.0905559474158871,-3.75881849440896,0.000170717623410018,0.00104620519843976
"Chmp2a",1223.24942802546,-0.191436365383422,0.0684198228525347,-2.79796639924112,0.00514254620636882,0.02021810178645
"Chmp2b",834.04741353061,0.240081848395055,0.0858839707540107,2.7954209183306,0.00518321811516038,0.0203404935467235
"Chmp3",1059.81293030158,-0.26425844215273,0.0705992716111275,-3.74307604203495,0.000181781187666864,0.00110724219844942
"Chmp4b",2695.95087758773,0.137261238540091,0.0604907785351399,2.26912666465937,0.023260624273298,0.0695250520471605
"Chmp4c",0.491576422698224,0.812640921716611,2.74423808010307,0.296126246337231,0.767133670713099,NA
"Chmp5",1053.70497649522,-0.0931940872838727,0.0707091162426468,-1.31799253386319,0.187506147258049,0.346620132396057
"Chmp6",418.717847314575,0.217497219948421,0.101583998962151,2.14105786512164,0.0322693719725284,0.0905331177861986
"Chmp7",695.120775242348,-0.0276416023270717,0.0841288725033757,-0.328562614766561,0.742486309599018,0.852447257503282
"Chn1",2.25744372288122,2.49933611987073,1.50435680630845,1.66139848564509,0.0966334417479528,NA
"Chn1os3",0.976971513798125,0.922244778939688,2.03661502717614,0.452832158573643,0.65066960501895,NA
"Chn2",173.793330557134,1.14619940777058,0.15489337583914,7.3999252812524,1.36261146866679e-13,3.20101082618624e-12
"Chodl",0,NA,NA,NA,NA,NA
"Chordc1",1281.12500420053,0.282434312082496,0.0717780989482279,3.9348257507657,8.32570775298781e-05,0.000547820006663607
"Chp1",3210.66018083234,0.00317377930925983,0.0550033607641626,0.0577015525081825,0.953986357035892,0.976370184166597
"Chp2",0,NA,NA,NA,NA,NA
"Chpf",201.192223568539,-1.09931670586706,0.167952539152295,-6.54540092942701,5.93359826904547e-11,1.07087321141344e-09
"Chpf2",1707.8660585497,-0.0761963387206708,0.0658177845715008,-1.15768616669094,0.246992131177447,0.421666746469605
"Chpt1",480.056410835092,0.88611805293445,0.102998603973672,8.60320449742166,7.75206734683638e-18,2.44383564880396e-16
"Chrac1",327.025282359574,-0.0578510328136493,0.114077079904066,-0.507122314686698,0.612068998726421,0.761403119859891
"Chrd",0.502273840767463,-2.50533691308104,3.06823986003237,-0.816538806406941,0.414192037960777,NA
"Chrdl1",0.178652144821654,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Chrdl2",0,NA,NA,NA,NA,NA
"Chrm1",4.15046325976346,-0.424615910607501,0.975852070464824,-0.435123235845824,0.663472978377586,0.79809738968308
"Chrm2",0,NA,NA,NA,NA,NA
"Chrm3",19.8659073280104,-1.22670940467194,0.46794561596416,-2.62147857106091,0.00875492660883385,0.0314149533586495
"Chrm4",14.6950790186322,-1.18123364981917,0.551320885706952,-2.1425519700827,0.0321490913604625,0.090225893229009
"Chrm5",0.329110733740149,-0.0906723336268433,3.38211256128578,-0.026809377861857,0.97861177345541,NA
"Chrna1",0,NA,NA,NA,NA,NA
"Chrna10",0.652486626469056,1.39536943895282,2.47035079333417,0.564846677936587,0.572178054667591,NA
"Chrna1os",0,NA,NA,NA,NA,NA
"Chrna2",11.4676832130026,0.114938058832118,0.568988480781058,0.20200419290447,0.839913446290854,0.911432484665234
"Chrna3",0,NA,NA,NA,NA,NA
"Chrna4",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Chrna5",0,NA,NA,NA,NA,NA
"Chrna6",0,NA,NA,NA,NA,NA
"Chrna7",0,NA,NA,NA,NA,NA
"Chrna9",0.823351636225778,-0.662156053865591,2.15517537493003,-0.307239986855868,0.75866071131573,NA
"Chrnb1",40.9994391569203,-0.032581299251046,0.305120276698852,-0.106781822576817,0.914962068495829,0.956641207385081
"Chrnb2",69.6320735512661,0.247029163525891,0.240491832329352,1.02718317347088,0.304334219803785,0.485766974146332
"Chrnb3",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Chrnb4",1.15566061534351,0.321078569628853,1.71543350316886,0.187170513479966,0.851526943096671,NA
"Chrnd",0,NA,NA,NA,NA,NA
"Chrne",2.48079448590295,0.896887972035052,1.22884719867947,0.729861265907475,0.465474990778623,NA
"Chrng",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Chst1",43.2962072710358,-1.50755536476931,0.307774402260556,-4.89824804693486,9.66949224873496e-07,9.45061262476646e-06
"Chst10",14.3793010886943,-0.705047975780138,0.530004430567545,-1.33026807912747,0.183429960487641,0.341568970075921
"Chst11",2474.08451686661,0.40328714717505,0.0550729909780754,7.32277546602833,2.42894028748931e-13,5.56795384450674e-12
"Chst12",3409.29093160758,-0.118897265780358,0.0525412725493051,-2.26293083535014,0.0236399532214905,0.0704982343403603
"Chst13",104.999012341817,0.596571924985079,0.195903026498209,3.04524098299489,0.00232493941429106,0.010333636363632
"Chst14",301.105521103954,0.17998828402059,0.119337786409157,1.50822542831061,0.131496841342034,0.26669980129485
"Chst15",1035.31884575154,-0.246146278049298,0.09012949641398,-2.73102910637275,0.00631368953148051,0.0240464437158106
"Chst2",0.661419712857882,1.39025029334587,2.33752605877948,0.594752853395686,0.552008686597343,NA
"Chst3",30.6597187678255,1.28161839789852,0.372497115869664,3.44061294248237,0.000580398148709302,0.00310693359266703
"Chst4",0,NA,NA,NA,NA,NA
"Chst5",0.158615758927158,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Chst7",13.245147961351,1.51071565365717,0.591337664304936,2.55474282266947,0.0106266280475335,0.0367546423343508
"Chst8",2.94258602101807,0.563100714627649,1.16407497057025,0.483732344448401,0.628575835348999,0.773474810380749
"Chst9",0,NA,NA,NA,NA,NA
"Chsy1",2370.89951543686,0.61142536399855,0.0573015463760466,10.6703117571385,1.4015534260484e-26,7.40046244001717e-25
"Chsy3",1.92600158757367,3.25734462923612,1.71362996503081,1.9008448123032,0.0573223424803643,NA
"Chtf18",471.405410844941,0.283516729047644,0.0976216218265079,2.90424112755991,0.00368144508367234,0.0152395742480659
"Chtf8",0,NA,NA,NA,NA,NA
"Chtop",1891.97258502086,0.0388442821047954,0.0610622053308174,0.636142797240098,0.524683353048513,0.69244560754023
"Chuk",1093.83720538673,0.267172224569838,0.0720463981932459,3.70833561801684,0.000208626025634146,0.00125285805182759
"Churc1",202.236924362953,-0.0590409247931092,0.141140734016366,-0.418312439740204,0.675718695646755,0.806690537863547
"Ciao1",609.409194256873,0.197794428574746,0.0870953667391344,2.27100976757093,0.023146386662072,0.0692582761196952
"Ciao2a",1416.26328141992,0.160986004815761,0.0648367077866429,2.48294539176041,0.0130301061033454,0.0436855631202195
"Ciao2b",410.810103967495,0.163841923765267,0.102899915059601,1.59224547144054,0.111329559784874,0.235341789529551
"Ciao3",568.500663526484,-0.0465074603056383,0.0954855107011982,-0.487063010545899,0.626213678419898,0.77163841477784
"Ciapin1",803.639056745752,0.124567384678981,0.0871867539532033,1.42874208559068,0.153078376772935,0.299089439324367
"Ciart",40.9553145916671,-0.871244303656733,0.314424318051159,-2.77091895772189,0.00558983374898079,0.021716313118193
"Cib1",748.490723044209,0.151626958330207,0.0821098102912948,1.84663632509065,0.0647998658496519,0.156383431734231
"Cib2",229.823328032096,-0.89677528924051,0.139942049203333,-6.40819034983195,1.47256990026765e-10,2.52917217009716e-09
"Cib3",2.45957630219186,0.901115334574904,1.29217907588038,0.697361032534101,0.48557688161897,NA
"Cib4",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Cibar1",400.726767046756,0.399658095154024,0.11051574727585,3.61629998443992,0.000298844033096073,0.00174189507329239
"Cibar2",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Cic",5137.84436287105,-0.30189460783499,0.0606750154055107,-4.97560001950276,6.50458370003879e-07,6.56035925512487e-06
"Cidea",0,NA,NA,NA,NA,NA
"Cideb",42.5828140634177,-0.0684918298539867,0.297997335820475,-0.229840410033896,0.818215782518958,0.902572289687654
"Cidec",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"Ciita",150.536741578808,0.572773650960519,0.174786630210828,3.27698777801047,0.00104920910973191,0.0052015523015034
"Cilk1",290.315364237223,0.178671976328718,0.119836125827631,1.49096923064514,0.13596957344128,0.27305786032442
"Cilp",0,NA,NA,NA,NA,NA
"Cilp2",0.985941556910682,0.892698423632858,2.0296525888777,0.439828189575279,0.660061549120111,NA
"Cimap1a",0.32415180910907,1.7754535942612,3.35243641977708,0.52960097432042,0.596388618685046,NA
"Cimap1b",18.8151104562271,-1.60323735457867,0.472812732230769,-3.39085063766042,0.000696760624028506,0.00364405165372774
"Cimap1c",0,NA,NA,NA,NA,NA
"Cimap1d",0,NA,NA,NA,NA,NA
"Cimap2",0.178652144821654,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"Cimap3",0.321820407541664,1.76703246430812,3.65232985649202,0.483809659515614,0.628520959117598,NA
"Cimip1",0,NA,NA,NA,NA,NA
"Cimip2a",185.778437719152,0.260381929340343,0.149308316900129,1.74392113410876,0.0811728428551945,0.185925709763006
"Cimip2b",2.5380790855795,-1.09844570193381,1.24206141161492,-0.884373100767721,0.376494838759453,NA
"Cimip2c",0,NA,NA,NA,NA,NA
"Cimip3",8.75946409754967,-0.328654299265937,0.72967735604655,-0.450410440371361,0.652414518272427,0.79019374603032
"Cimip4",0.82116695132227,1.8218199084088,2.45197998091271,0.742999503499475,0.457481981027748,NA
"Cinp",486.61515183516,-0.00151370840741774,0.0973026418986608,-0.0155567040923128,0.987588046628079,0.994331522250551
"Cip2a",1196.05356157824,0.465789190263675,0.0763282025636852,6.10245197212706,1.04453502575881e-09,1.6165648697202e-08
"Cipc",779.625894460017,0.15131927141713,0.0803809650162498,1.88252618498098,0.0597646080356247,0.146343918169071
"Cir1",103.749179933503,0.0316619867266671,0.196693229267492,0.160971411393163,0.872115917373916,0.930493398236605
"Cirbil",0,NA,NA,NA,NA,NA
"Cirbp",542.972547380113,-0.018071832449051,0.0927158880782219,-0.19491624168885,0.845458519027261,0.914929888452407
"Cirop",10.6776929038042,-0.186276743579823,0.598553201028613,-0.311211673849053,0.755639708949656,0.861124448459235
"Cirpil",0,NA,NA,NA,NA,NA
"Cisd1",308.232700359154,-0.0339900148977316,0.118669267503836,-0.286426432156353,0.774551532416476,0.872636833489431
"Cisd2",904.518621957215,0.196122769879337,0.0782597853631137,2.50604788869988,0.0122089082906034,0.0413962089256941
